id,texto,author_id,sentimento
"1,63902655600487E+018",RT @recifeordinario: 🚨Maior time do nordeste acaba de tomar uma surra do fortaleza https://t.co/QGBMpmbO4l,,pos
"1,63901864916705E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu
"1,63901771271319E+018",@recifeordinario Ela torce pro santa. Tá td em casa.,,pos
"1,63901765822917E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu
"1,63901697717476E+018",@lucasmorais @recifeordinario Seu comentário é o melhor de todos.,,pos
"1,6390137109486E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neu
"1,63901366388863E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos
"1,63901172839363E+018",@recifeordinario O Santa tá  em dia segundo a imprensa.,,pos
"1,63900607021439E+018",@recifeordinario Sai do fake João Campos,,pos
"1,63900573837362E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos
"1,639003720989E+018",@recifeordinario pior é a prova prática,,neu
"1,63900080205122E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,pos
"1,63899678189052E+018",@recifeordinario Pelo visto são  2,,neu
"1,6389953247264E+018",@recifeordinario Por isso passou e não foi rebaixado kkkkkk,,pos
"1,63898862021115E+018",RT @sapatinhacrente: @recifeordinario do que vale uma surra se o título do ano já tem https://t.co/aoGMRdZdoc,,neu
"1,63898614487134E+018",@recifeordinario e raia é alimento de tubarão heinnn,,neu
"1,63898607006592E+018","@recifeordinario Raquel Lyra tá no poder? achei que a vaga seguia desocupada 🤡.  Como que o presidente visita Pernambuco e ela nem aparece nos posts sobre, 100% irrelevante.",,neg
"1,63898555002676E+018","@recifeordinario Av. Agamenon Magalhães.
Av. Recife.
Av. Caxangá.
Av. Mascarenhas de Morais.
Enfim... Recife e suas peculiaridades",,neu
"1,63898421830167E+018",@recifeordinario Tá foda mesmo  kkk,,neg
"1,63897881070298E+018",RT @recifeordinario: 🚨Vazou o estagiário dps do jogo do Santa!! https://t.co/urpFcMMqbM,,neu
"1,63897819572984E+018","RT @recifeordinario: QUEM ATRASA MAIS A FOLHA SALARIAL: o Santa Cruz ou o Governo de Pernambuco?

Deixe seus argumentos nos comentários! 😂…",,neg
"1,63897712454235E+018","@recifeordinario Eu acho que isso é um sinal que nossas praias estão limpas, por isso tem esse tanto de bicho aparecendo",,pos
"1,63897262458264E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,pos
"1,63897147298195E+018","RT @recifeordinario: REPASSE A CORRENTE DE ORAÇÃO

              🕯     🕯     🕯
       🕯                            🕯
                    Do…",,neu
"1,63897009014954E+018","@recifeordinario Do golfe clube na caxangá até a UPA da caxangá, verdadeiro teste de sobrevivência. +- às 16 horas já começa o engarrafamento.",,neg
"1,63896988194411E+018","RT @recifeordinario: Olha quem acordou e já tá on lá em piedade? Uma raia, entra no mar, tabacudo!! https://t.co/4FMHB4QxDf",,neu
"1,6389696619192E+018",@recifeordinario É essa governadora q n quer cumprir a lei e ainda multa o sindicato da enfermagem de 500mil por dia se forem fazer greve lutar p seus direitos.,,neg
"1,63896920461005E+018","RT @recifeordinario: Bom dia, ordinários. O adm veio fazer a prova teórica do DETRAN 🥵 https://t.co/fzqi1z5WUg",,neg
"1,63896785226162E+018",@recifeordinario Av. Rui Barbosa e não aceito outro lugar.,,neu
"1,63896365170389E+018",@recifeordinario Os dois são tricolores né!? Então tá tudo em casa.,,pos
