id,texto,author_id,sentimento,sentimentoNLTK
"1,63910816791649E+018",@nauticope @CopaNordesteCBF @Jael_Gol Joga fácil demais.,,pos,neu
"1,63910584413346E+018","@GustavoAndrBra1 @CopaNordesteCBF @sportrecife @CRBoficial @ABCFC @nauticope @CearaSC @cssergipeofc @ferroviario Por incrível que pareça,sim. Não vi mais detalhes mas vi uma página do CRB postando.",,neu,neu
"1,63909340297655E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63909311413562E+018","@nauticope Certíssimo, está em seu pleno direito. Se fosse algum Clube do Eixo Sul/Sudeste o tratamento  seria o mesmo?.  Claro que não. É  Óbvio que não.",,neg,neu
"1,63909218346169E+018",@nauticope Manda ver.,,pos,neu
"1,63908957587943E+018",@nauticope União Maguary e Náutico sábado. 🙏🤣,,pos,neu
"1,63908897484429E+018",RT @aristeusmaniott: @pm13oficial @sports_c2 @nauticope Volta pro Grêmio mito 🥊,,pos,neu
"1,63908894165459E+018",@pm13oficial @sports_c2 @nauticope Volta pro Grêmio mito 🥊,,pos,neu
"1,63908864563311E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63908830875919E+018","@nauticope @celouco__ acaba de receber seu primeiro salário, por isso o vídeo demorou. Eu disse q só ia sair quando fizesse o pix.",,neg,neu
"1,63908830418749E+018",@Aricnc_ @nauticope Aí é foda kkkkk,,pos,neu
"1,63908701499259E+018",@nauticope Tava indo dormir,,neu,neu
"1,63908683081256E+018",@ataldaroh @nauticope que continue assim,,pos,neu
"1,63908564530482E+018","@nauticope ""Desde cedinho...""",,neu,neu
"1,63908562360378E+018","@nauticope Victor Ferraz é muito Náutico, como pode bixo? 🇦🇹🇦🇹🇦🇹🇦🇹🇦🇹🇦🇹",,pos,neu
"1,63908551305013E+018",@nauticope te amo estagi valeu por liberar agr vou dormir feliz 🫶🏻,,pos,neu
"1,63908538281699E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63908537361883E+018",RT @nauticope: alguém acordado pra ver os bastidores?,,neu,neu
"1,63908489920971E+018",@nauticope Manda,,pos,neu
"1,63908481929985E+018",@umtaldecaarlos @nauticope Q isso,,neu,neu
"1,63908481288255E+018","@nauticope conseguiu filmar todos os gols, ta de parabéns",,pos,neu
"1,6390847528031E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63908452917119E+018",@Aricnc_ @nauticope Kkkkkkk aí é bronca,,pos,neu
"1,63908422030709E+018",@nauticope Da pra mim,,pos,neu
"1,63908405453534E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63908400297898E+018","@nauticope poste, assim que acabar o timbucast vou lá ver os bastidores",,pos,neu
"1,63908365938605E+018",@nauticope Você ta liberando muito rápido! Gostei,,pos,neu
"1,63908333142486E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,6390833035329E+018",RT @nauticope: Depois foi a vez de Souza fazer o dele e sacramentar a classificação alvirrubra. https://t.co/vGhKDav492,,pos,neu
"1,639083294754E+018",RT @nauticope: O segundo foi a especialidade da casa: com assistência de Showza! E mais um de @Jael_Gol no jogo 👇 https://t.co/UHsrgidMKb,,pos,neg
"1,63908315503754E+018",RT @nauticope: O CAPITA MANDOU O RECADO! Mais uma vitória e mais um vídeo de bastidores. Aqui é Náutico! Assista: https://t.co/VVpQV6woCG 🔥…,,pos,neu
"1,63908313014432E+018",@nauticope Eu quero logo a notícia que vão ter duas torcidas no jogo em Natal,,neu,neg
"1,63908301700306E+018","RT @NE45Minutos: No tribunal. @nauticope acionará STJD para ter torcida visitante contra o @ABCFC no Frasqueirão.

https://t.co/PxHSdk4DD7",,neu,neg
"1,63908294033956E+018",@nauticope agora sim!!,,pos,neu
"1,63908278092683E+018",@nauticope Você libera pra mim?,,pos,neu
"1,63908263055247E+018",atenção @nauticope isso é mega hiper super importante e necessário https://t.co/SyzCd8XGsc,,pos,pos
"1,63908256586783E+018",RT @Aricnc_: @nauticope Tais com sono né bicho KKKKKKKKKK https://t.co/fY89IUgCyb,,pos,neu
"1,63908235184096E+018",@nauticope Eu tô preocupado com a saúde de vcs. Hahahahahahah,,pos,neu
"1,63908172532094E+018",@nauticope Manda,,pos,neu
"1,63908142507173E+018",RT @nauticope: alguém acordado pra ver os bastidores?,,neu,neu
"1,63908139028409E+018",@nauticope Tais com sono né bicho KKKKKKKKKK https://t.co/fY89IUgCyb,,pos,neu
"1,63908118466264E+018",@nauticope bora logo que eu preciso dormir pra trabalhar pra gastar meu dinheiro cntg 🥲,,neg,neu
"1,6390809025623E+018",@nauticope Libere aí na moral porque eu tô só esperando isso pra dormir,,pos,neu
"1,63908078421554E+018",@nauticope solta ai adm que eu me associo esse ano dnv,,pos,neu
"1,63908068962589E+018",@nauticope Se não tiver Diógenes dando tapinha nas costas da galera tá ótimo 👏🏻👏🏻,,pos,neu
"1,63908043127335E+018",@nauticope Mim de,,pos,neu
"1,63908039832279E+018",@nauticope Solta logo estagi,,neu,neu
"1,63908017608761E+018",@nauticope Vamos lá,,neu,neu
"1,63908009312856E+018","@nauticope eu tenho ansiedade, libera logo 😭🔪",,neg,neu
"1,63908002660683E+018",@nauticope Eu tô só esperando liberar pra ir dormir,,pos,neu
"1,639079988187E+018","@nauticope Joga no peito do pai esses bastidores, gogogogog",,pos,neg
"1,6390799575518E+018",@nauticope boraaa,,pos,neu
"1,63907970985308E+018",@nauticope Joga nos peitos do teu pai,,pos,neu
"1,63907961629492E+018",RT @nauticope: Náutico entra com recurso no STJD contra torcida única em Natal-RN. Leia: https://t.co/5NnHM7SD5X https://t.co/Qr6cFXnu9I,,neu,neg
"1,6390795486324E+018",@nauticope @Lawzin_10 KKKKKK PQP,,pos,neu
"1,63907929066613E+018",@nauticope SOLTA O TIMBU LOGO ESTAGI!!!🇮🇩,,pos,neu
"1,63907897676841E+018","@nauticope Bora estagi, pra eu dormir feliz de novo! ❤️",,pos,neu
"1,63907896174851E+018",@nauticope Esperando isso para dormir na paz,,pos,neu
"1,63907894963547E+018","@nauticope claro, tava só esperando estagi",,pos,neu
"1,63907893712386E+018",@nauticope Joga essa brincadeirinha no peito do pai que eu quero entretenimento,,pos,neg
"1,63895091910581E+018","@DanteAqueronte @nautiluslink Lá só o Lucas gosta desses jogos, o resto é tudo chato",,neg,neu
"1,63894952313634E+018",@p1zzaplanet @Jamilton25 Inclusive fica o pedido pro pessoal do @nautiluslink fazer um vídeo sobre os Animal Crossing-likes. 😬,,neu,neu
"1,63875164576799E+018","RT @nautiluslink: Esse vídeo é patrocinado pela EBAC, a Escola Britânica de Artes Criativas. Usem nosso link para conferir os cursos e noss…",,pos,neu
"1,63855976295771E+018","RT @BrunoTab: Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pr…",,pos,neu
"1,63851780652102E+018","RT @BrunoTab: Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pr…",,pos,neu
"1,6383565998099E+018","Comecei uma série de reacts a este documentário sobre o desenvolvimento do Psychonauts 2.

Tá sendo uma ótima oportunidade pra abordar diversos temas importantes sobre a cultura das empresas de game dev.
Agradeço demais ao @overloadrBR e ao @nautiluslink por recomendarem esse Doc https://t.co/3XSkdZsuN7",,pos,neu
"1,6382666657995E+018","Galera (4 pessoas q curtem e comentam meus tuites), parei de seguir o boomer do Zangado. Me indiquem canais de games onde o apresentador n fique gritando a cada 5s. Já sigo @nautiluslink, então podem usar eles como referência.",,pos,neu
