id,texto,author_id,sentimento
"1,63920207600041E+018",e outra: ele cobrando horário de contrato?? HORÁRIO de contrato pra quem não é CLT não tem vínculo empregatício etc? nossa eu processava bonito e ainda mostrando evidência de horas extras trabalhadas sem receber kk,,neg
"1,63920188596515E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63920188402709E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63920178436626E+018",@lssonsa Amiga kkkkkk é só um drama matinal do clt que está cansado,,neg
"1,63920172234926E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63920134747919E+018",@Valeria_Jurado6 Mas não há dúvidas que em um emprego CLT eu teria muitas garantias que não tenho hoje.,,pos
"1,63920119237809E+018","@Valeria_Jurado6 Eu tb trabalho como MEI, mas a opção foi por outros motivos (queria trabalhar em casa antes do boom do homeoffice) e não pela perda de um emprego CLT.",,neu
"1,63920116136949E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63920112720716E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63920101037465E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,6392004571166E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63920038796509E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63920038726876E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63920032035712E+018","@revistaoeste Destrói o sonho de um empreendedor que resolveu pensar diferente dos conformados da CLT, com a desculpa que “estava apenas cumprindo meu trabalho (de burocrata corrupto)”.",,neg
"1,63920001840489E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63919987553877E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919916364347E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919875016061E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919774460149E+018",o clt não tem um dia de paz https://t.co/7wSbHlPyUj,,neg
"1,63919741655239E+018","@stormigabe amore, esse print já configura vínculo empregatício, ele não pode obrigar de PJ cumprir horário CLT. Esse contrato dele aí não vale de nada pq configura crime do trabalho.",,neg
"1,63919690459161E+018","@stormigabe Se é PJ, manda alguém no teu lugar. Se reclamarem tá caracterizada a pessoalidade, que é um dos requisitos do vínculo de emprego CLT. Dai manda ver no processinho.",,neg
"1,63919672530189E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919662191649E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919633438831E+018","@evoluidaaa Segundo ele diz é pj, o que n faz sentido pq n tem carga horária de clt",,neu
"1,63919614155516E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,6391951168406E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63919502562712E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,6391948300803E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,6391943489306E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63919417043789E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63919407593176E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919392757923E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919389933908E+018","Uma vez falei isso na negociação com um patrão que queria me contratar em PJ. Ele queria ""manter o meu padrão"" (palavras dele, que se vangloriava de propor elevar o meu padrão de CLT). Mandei detalhadinho assim. Ele disse ""você está fazendo as contas erradas. Abs"" 🤪 https://t.co/8nvD8XdnDV",,neg
"1,6391938690562E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919360521763E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919311550743E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919297560652E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63919281319068E+018",Lutem pelo fim da CLT para que a gente possa negociar direto com o patrão https://t.co/J0lBBgR0wl,,neg
"1,63919232108137E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63919031923207E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63918907663595E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63918872332877E+018","RT @o_gabsferreira: PJ ou CLT, o importante é ser feliz https://t.co/rdgGapPjiB",,pos
"1,63918845788386E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,6391858979494E+018","@AhDiaba @renancampxs @stormigabe @transzudinho Inclusive contrato pj nem pode ter horário e dias de trabalho, isso indica exclusividade, logo, vínculo trabalhista. É causa ganha na justiça. 

Vai te pagar todo o fgts do tempo de trabalho, e todos os outros direitos da CLT.",,neu
"1,63918544371861E+018","A linda história da pessoa pj, que trabalha igual CLT mas sem os direitos kkkkkkkk
E foda https://t.co/5puCilRQif",,neg
"1,63918495847964E+018","RT @k8adev: Meus queridos, vocês são uns iludidos. A conta correta é:

CLT
27.5%

PJ
27.5% mesma regra do CLT sobre pró labore, se não tira…",,neu
"1,63918403036399E+018","@stormigabe Tu é PJ? Isso se configura como vínculo empregatício, vc deveria estar como CLT. Cabe um processinho trabalhista.",,neu
"1,63918396404809E+018","RT @lixeletto: Seja PJ, CLT ou o caraio que for saiba o básico da porra dos seus direitos pq o couro do cu do trabalhador é o caviar do pat…",,neg
"1,6391836857139E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63918325673301E+018","✅ Imagina poder realizar aquele sonho que há muito estava engavetado.
✅ Realizar aquela tão sonhada viagem.
✅ Definitivamente se libertar da CLT.

Sabia que você pode faturar em dólar trabalhando no conforto da sua casa?
Clique aqui e saiba mais 👇🏽

https://t.co/K7IYBoECsR https://t.co/Y7oMuanhlc",,pos
"1,63918089117096E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63917876917162E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63917836283173E+018",@odanielscott Você se ajoelha para seus clientes? Não aguenta 1 semana de clt...,,neg
"1,63917734783533E+018","RT @jairmearrependi: Esse é o Pedro Pascal da CLT

Compartilhe essa imagem pra você ganhar um emprego CLT https://t.co/SfWq2ZiIcD",,pos
"1,63917685148158E+018","@o_gabsferreira Pra quem não tem responsabilidade, o melhor é ser CLT mesmo",,neg
