id,texto,author_id,sentimento
"1,63828833160264E+018","⌕: #studytwt &amp; #studytwtbr  ⭐

- muriel, ele/elu
- 2005 
- 3° ano no ensino médio (3/3)
- foco: parar de procrastinar, motivações nos estudos e passar na ufrpe

(⁠≧⁠▽⁠≦⁠): vôlei, chainsaw man, rita lee e estudar !!

↻/♡ = mutuals https://t.co/pjLAg6u6KG",,neu
"1,63828627350789E+018","Eu passaria fácil na Havard, mas essa gringaiada JAMAIS passaria na UFRPE https://t.co/F9qqsveK5A",,pos
"1,63828612340634E+018","na moral UFRPE, eu preciso cancelar minha matrícula rápido, pra me matricular na UFPE. mas eu não tenho acesso ao SIGAA pq minhas aulas NÃO COMEÇARAM",,neg
"1,63825373795205E+018",RT @Patolinho1: pela mor UFRPE joga esse calendariozinho no peito dos alunos,,neu
"1,63824424414494E+018","Aqui em PE temos 5 universidades públicas: UFPE, UFRPE, UPE, UNIVASF e IFPE.

UFPE concentra a maior parte de seus cursos na capital, assim como a UFRPE.

UPE distribui seus polos de formação de maneira desigual: engenharias, saúde e direito na capital, licenciatura no interior.",,pos
"1,63821603719469E+018",@Bergtrouxadvida Fala que faz algum curso da UFPE ou UFRPE que eles nem perguntam mais nada,,neu
"1,63821471017572E+018","Eu pensava que era um porre pegar o ônibus pra voltar da faculdade a noite, mas aí peguei esse horário e tá cheio de gente insuportável da ufrpe pagando de intelectual e não deixa ninguém dormir, que odiooooio",,neg
"1,63820889558689E+018","@JoaoFromPedro ufpe: te vira
ufrpe: gente, como o clima ta mt frio, fiquem em casa aquecidinhos ❤️",,pos
"1,63820597715663E+018","@leal_schuler Bom dia, minha amiga! Consegui chegar à UFRPE sem problemas. A Avenida Recife estava tranquila e sem alagamentos.",,pos
"1,63819579245949E+018",12:06 de uma terça-feira na UFRPE https://t.co/lJ51dliGPy,,neu
"1,63817548257863E+018","@fernandoaldado @BorelliLuan Nops, já teve aluno da Licenciatura UFRPE publicando em scientific reports. 

Só concordo com o ponto de provas do primeiro post, até pq ter métodos avaliativos melhores que uma prova de 2h.",,pos
"1,63817001273642E+018","Ufrpe, cancele as aulas aí na moralzinho",,neg
"1,63816650499788E+018","E aí UFRPE, vai esperar todo mundo sair de casa pra emitir a nota de cancelamento das aulas por conta da chuva é?",,neg
"1,63816223583806E+018",ufrpe cancele suas aulas imediatamente,,neg
"1,63816158898409E+018","UFRPE CANCELA A PORRA DAS AULAS, PELO AMOR DE DEUS. EU NAO VOU CONSEGUIR SAIR DE CASA DE ÔNIBUS, SÓ DE BOTE PORRA",,neg
"1,63816013210529E+018",o mundo se acabando em água e a ufrpe nada de cancelar as aulas bora menina reage,,neg
"1,63801240421783E+018","@birrraw kkkk então é o meu amigo. estuda na ufrpe, inclusive",,neu
"1,63800294624684E+018","O melhor a se fzr é cancelar as aulas nesse período de chuvas
Sem condições, a ufrpe vai me matar",,neg
"1,637926744631E+018",queria saber pq o site de matrícula da ufrpe me odeia tanto,,neg
"1,63791290326842E+018","📁LETRAS UFRPE
      └📁 3• período 
          └📁 possíveis artigos para fazer
              └📁 AD sobre a música e clipe X",,pos
"1,6379032243582E+018","@recifeordinario Fala sério! Depois da reunião com a UFRPE e promessas que seriam tomadas atitudes, nenhuma AÇÃO CONCRETA por parte da governadora do estado? @raquellyra",,neg
"1,63787324186258E+018","RT @sergio_fsf: Encontro Recifense de Filosofia  - UFPE/UFRPE/UNICAP (27 a 31/mar de 2023).

Programação já disponível no link abaixo. http…",,neu
"1,637860748411E+018","Hj fui cumprir meu último compromisso como aluna da ufrpe, entregar a beca!! 
Pense numa universidade maravilhosa! Eternamente grata por tudo 💚 https://t.co/f55j2Aq9qF",,pos
"1,63785504208128E+018","RT @sergio_fsf: Encontro Recifense de Filosofia  - UFPE/UFRPE/UNICAP (27 a 31/mar de 2023).

Programação já disponível no link abaixo. http…",,neu
"1,63783587560542E+018","RT @studyneves: ⌕ : #studytwt | #studytwtbr 

• na, 2004
• ele/dele
• UFRPE e Unicesumar
• ADS e licenciatura em computação
• exatas porém…",,neu
"1,63782637904244E+018","RT @rhcpcodpa: fui entrar no computador da UFRPE pra fazer uma questão (pensando que tava na guia anônima), quando vou ver meus e-mails env…",,neg
"1,63778615025638E+018","É para falar desse tema tão importante que hoje convidamos para o nosso papo Aniérica Almeida! 👩🏽‍🌾Ela é engenheira de pesca, licenciada em Ciências Agrícolas pela UFRPE. Especialista em Segurança Alimentar na Perspectiva da Convivência com o Semiárido e da Agroecologia. 📚💦 https://t.co/M5THpDQUfj",,neu
"1,63776509659515E+018","RT @sergio_fsf: Encontro Recifense de Filosofia  - UFPE/UFRPE/UNICAP (27 a 31/mar de 2023).

Programação já disponível no link abaixo. http…",,neu
"1,63761222343352E+018",RT @ohmiafia: Trabalho do doutorado da vet da minha gata sobre castração pediátrica (link pra tese ⬇️). Ela avaliou resultados a longo praz…,,neu
"1,63758195456341E+018","RT @sergio_fsf: Encontro Recifense de Filosofia  - UFPE/UFRPE/UNICAP (27 a 31/mar de 2023).

Programação já disponível no link abaixo. http…",,neu
"1,6375800653691E+018","Encontro Recifense de Filosofia  - UFPE/UFRPE/UNICAP (27 a 31/mar de 2023).

Programação já disponível no link abaixo. https://t.co/DUqXm1lA25",,neu
"1,63757284027371E+018","@moonchildsoulx @dawnwolfm @jotausuco @lanaflowerz @kweenYongSun @dont_deIete_me Na UFRPE era 1,50 e na UFPE simplesmente não tem, fecharam pra reforma tem 500 anos, e ainda assim, antes de fechar, era só pra bolsista de permanência.",,pos
"1,6375645445318E+018","@podrominuto @AndressaDamianl Trabalho do doutorado da vet da minha gata sobre castração pediátrica (link pra tese ⬇️). Ela avaliou resultados a longo prazo na saúde e comportamento. Comparou animais castrados na infância e quando adultos. Não encontrou diferenças
https://t.co/qL2SSCGmik",,neu
"1,63756420499442E+018","Trabalho do doutorado da vet da minha gata sobre castração pediátrica (link pra tese ⬇️). Ela avaliou resultados a longo prazo na saúde e comportamento. Comparou animais castrados na infância e castrados adultos. Spoiler: não tem diferença
https://t.co/qL2SSCGmik https://t.co/p3kykLqCyb",,neu
"1,63756376924818E+018","@CachuteFlavia @AndressaDamianl Trabalho do doutorado da vet da minha gata sobre castração pediátrica (link pra tese ⬇️). Ela avaliou resultados a longo prazo na saúde e comportamento. Comparou animais castrados na infância e quando adultos. Não encontrou diferenças
https://t.co/qL2SSCGmik",,neu
"1,63754605597284E+018",Lembrei agr que é integral essa merda pqp ufrpe eu te odeio antes msm de ter entrado smt fela da puta MANHÃ E TARDE VSFD,,neg
"1,63746116307096E+018","Gente, venho aqui pedir ajuda a vocês para comprar a rifa do nosso Baja da UFRPE-UACSA. Nós, os próprios alunos que construímos um carro offroad para ser utilizado em competições. Então quem puder ajudar, cada número são 3 reais.
#rayssaleal #stu #skate #SkateNaGlobo #Pernambuco https://t.co/o23OWjwx22",,neu
"1,63729863635779E+018","Passei em engenharia na UFRPE, e eu não sabia pqp kkkkkkkkkkkkkkkkkkkkk tava escutando grito do meu pai atoa",,pos
"1,63720425288279E+018",Já tô olhando roupa pro SJ Kakaksksksksk sei nem como vão tá as aulas da UFRPE,,neu
"1,63719928809351E+018","RT @mygpsico: ⋆ ana ou cherry, d-ela, 05 line
⋆ 3º ano EM
⋆ metas: enem 2023, estudar idiomas
⋆ vestibulanda de psicologia ou artes cênicas…",,neu
"1,63717784176581E+018","Gente, venho aqui pedir ajuda a vocês para comprar a rifa do nosso Baja da UFRPE-UACSA. Nós, os próprios alunos que construímos um carro offroad para ser utilizado em competições. Então quem puder ajudar, cada número são 3 reais.
#F1 #F1naSPORTTV #verstappen 
#automobilismo https://t.co/inRrTLEE10",,neu
"1,63713641402117E+018",@raphaelguerra O meu foi na UFRPE heheheheh,,neu
"1,63711500616359E+018","Gente, venho aqui pedir ajuda a vocês para comprar a rifa do nosso Baja da UFRPE-UACSA. Nós, os próprios alunos que construímos um carro offroad para ser utilizado em competições. Então quem puder ajudar, cada número são 3 reais.
#taylor #BBB23 https://t.co/HPNy8hRvDj",,neu
"1,63691859769073E+018",A pergunta que não quer calar: por que a upe não divulgou junto com a UFPE e UFRPE a lista de classificados na lista de espera?,,neg
"1,63691360067255E+018",Ver meus amgs passando na UFPE e na UFRPE é a coisa mais satisfatória de se ver!!! Estou orgulhosa de todos vcs!! 🥺🫶🏽,,pos
