id,texto,author_id,sentimento
"1,63813986506898E+018","@fbnsxx e aqui no cac que faltou quando eu tava indo e, quando eu botei o pé na integração de camaragibe, voltou... 🤡🤡🤡",,neg
"1,63812265898533E+018",e a missão é sair de Camaragibe pra Boa Viagem,,neu
"1,63811354896121E+018","🛐 Hoje o distrito de Camaragibe dará continuidade ao movimento espiritual da APe por uma igreja que não para de jejuar e orar pelo batismo do Espírito Santo!
#PrimeiroDeus #APeUmaIgrejaQueNaoPara https://t.co/FQqYJAS6zx",,pos
"1,63810356099801E+018",wue porra de história do gavião de Camaragibe,,neu
"1,63795365335608E+018","fulano: te vi no metrô destino camaragibe
eu: https://t.co/lMG4p1NKp8",,pos
"1,63794800611571E+018",flagraram o brt Camaragibe às 22 da noite https://t.co/hvIqbKvKGk,,pos
"1,63793173640238E+018","esse brt camaragibe derby, parece uma lata de sardinha de tão cheio que vem 😤",,neg
"1,63791976488126E+018",Justiça Itinerante participa de ação social em Passo de Camaragibe nesta terça (21): https://t.co/dVq0oW1EB2 https://t.co/tfPDJ2r8cq,,neu
"1,63791848405402E+018","Expresso da Cidadania leva os serviços da Defensoria Pública aos municípios de Novo Lino e Passo de Camaragibe
https://t.co/jboDwRKnMt",,pos
"1,63791404456789E+018","gente peguei metrô em camaragibe aí entrou um vendedor d película pqp tão lindo quase tirei a minha so pra comprar uma nova, até aí massa soq ele ficou passando o tempo todo por onde eu tava olhava pra mim dava um sorrisinho e uma piscadinha ajagahahahah me quebrei inteira",,pos
"1,63787611878183E+018",eu👇🏻 no metrô de camaragibe https://t.co/Wzr2Rr1SyK,,pos
"1,63786649425087E+018","como que pode igarassu, são lourenço da mata e camaragibe serem TÃO LONGES pelo amor de deus",,neg
"1,63786427007018E+018","meu deus viu ... imagine morrer por causa de um ônibus de Camaragibe 
MEU DEUSSS QUE DIA É ESSE????????????",,neg
"1,63785454281653E+018",MDS que burrice minha ter pego o Camaragibe pqp,,neg
"1,63783206841447E+018",Anitta e Chloe descendo a Camaragibe indo comprar massa na escadaria do raggae 😭 https://t.co/ocg3EcX5IZ,,neg
"1,63783052251981E+018","@giiirlfuck já largasse? tô até por camaragibe hoje, pertinho do teu colégio até",,pos
"1,63782554978247E+018","RT @fpfpe: VITÓRIA DA FÊNIX! 

Em confronto válido pela 12º rodada do Campeonato Pernambucano, o @Retrofcbrasil recebeu o @salgueiroacpe, n…",,pos
"1,63781840390061E+018",colocaram a culpa é nossa no maior som alto aqui no centro de camaragibe,,pos
