id,texto,author_id,sentimento
"1,63906337366832E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63906267193161E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63905754151777E+018","RT @DonBrentino: Muito feliz por estar de volta a #Recife para uma missão intensiva de dois dias. Muito obrigado, mais uma vez, ao nosso Cô…",,pos
"1,63905596979877E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63904564736084E+018",@prefrecife Mente como sempre que nem sente!! PQP O povo sabe e não adianta rede social. É muita grana para ser desviada . . . o método já é conhecido!!,,neg
"1,63904231912624E+018","@apagabeck @daniportelapsol @raquellyra @JoaoCampos @governope @prefrecife O Governo Paulo Câmara reabriu sem concluir obras, todo mundo comemorou e meses depois teve q fechar pq estava inaquado, igual ao espaço ciências q estava com parte do esgoto indo parar no rio. E com salas com problemas de todos os tipos.",,neu
"1,63904181083505E+018",@apagabeck @daniportelapsol @raquellyra @JoaoCampos @governope @prefrecife O problema nesse cinema é antigo: https://t.co/cmzfFlL4uB,,neu
"1,63903902663519E+018",@Lwna13 @JoaoCampos @LulaOficial @prefrecife Em abril https://t.co/CP0vt3dsS3,,neu
"1,63903852280701E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63903709946566E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63903329972406E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63903247090885E+018",@JoaoCampos @LulaOficial @prefrecife Viu agora temos presidente.,,pos
"1,63903243335707E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63903198036796E+018",@daniportelapsol @raquellyra @JoaoCampos @governope @prefrecife e todos calados,,neg
"1,63903033902778E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63902633323254E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63902511617982E+018",RT @souguereira: @JoaoCampos @LulaOficial @prefrecife Foi pra isso que eu votei em Lula!  #FazoL 💃❤🚩 https://t.co/01PuHeZ7Mu,,pos
"1,63902506271924E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63902366928338E+018",@JoaoCampos @LulaOficial @prefrecife Impressionado com a quantidade de especialista em habitação aqui no twitter,,neg
"1,63902162484137E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63902096436823E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901784937193E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901749951672E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901725871744E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901574218723E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901476900822E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901388774282E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901307753332E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63901256499769E+018",@JoaoCampos @LulaOficial @prefrecife E habitacional prefeitinho?,,neg
"1,63900968437484E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,6390084194106E+018","RT @czrmartins: Antes e depois.
Obrigado a mim mesmo. À @prefrecife não. https://t.co/WbqS1SK4b8",,neu
"1,63900812730683E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,6390025204365E+018",@JoaoCampos @LulaOficial @prefrecife Muito bom,,pos
"1,63900248954124E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63900202202325E+018","Antes e depois.
Obrigado a mim mesmo. À @prefrecife não. https://t.co/WbqS1SK4b8",,neg
"1,63900184151314E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,6390014180772E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63900128064227E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63899873472911E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,6389969830411E+018","RT @prefrecife: o Ambulatório LGBT Patrícia Gomes e o Ambulatório LBT, que é voltado para pessoas LBT - mulheres lésbicas, bissexuais e tra…",,pos
"1,63899697004281E+018","RT @prefrecife: Temos dois equipamentos de saúde voltados diretamente ao acolhimento da comunidade LGBTQIA+, são eles: +",,pos
"1,63899695873496E+018","RT @prefrecife: 🌈 No Dia Municipal de Combate à LGBTfobia, aproveitamos para te perguntar: você conhece os serviços e atendimentos especial…",,pos
"1,63899675750903E+018",@JoaoCampos @LulaOficial @prefrecife Só se for pra pagar essa bosta 💩 de carnaval que teve aqui.,,neg
"1,63899325073535E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,6389929248547E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63898446413403E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63898376606343E+018","@JoaoCampos @LulaOficial @prefrecife O Recife está um lixo, os comerciais da prefeitura na TV só mostram belas paisagens. A realidade jamais é mostrada.",,neu
"1,6389789270867E+018",@JoaoCampos @LulaOficial @prefrecife Foi pra isso que eu votei em Lula!  #FazoL 💃❤🚩 https://t.co/01PuHeZ7Mu,,pos
"1,63897852451294E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63897797859072E+018","RT @ermesfcn: Ao lado do diretor-presidente da URB, Luiz Lira, e do nosso secretário-executivo de Políticas Habitacionais, Altair Correia,…",,neu
"1,63897792233279E+018",RT @ermesfcn: Foi estimulante ver @JoaoCampos assinando com Lula e ministros tantos compromissos para nossa cidade. E o ministro das Cidade…,,pos
"1,6389773411321E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63897514980111E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63897375665072E+018","@JoaoCampos @marcosportela @LulaOficial @prefrecife Lula certeiro novamente. 

Lula é o melhor para o povo brasileiro!",,pos
"1,63897235916708E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
"1,63896073069412E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,neu
