id,texto,author_id,sentimento
"1,63914067474556E+018",Algum ativo em Olinda? 👀,,neu
"1,63913936392041E+018","Aguentei o pauzao do negão 🤤🔥

Grupinho no Telegram 👇🤤🔥
https://t.co/u7VCmrPz9c

#PINTOSAWARDS 
#PINTOAWARSDS 
#PINTOWARDS 
#Olinda 
#Recife https://t.co/Svo20cuZay",,pos
"1,63913889470367E+018","Mamei gostoso o pau do entregador novinho 🔥😈

Grupinho no Telegram 👇🤤🔥
https://t.co/u7VCmrPz9c

#PINTOSAWARDS 
#PINTOSAWARDS 
#PINTOWARDS 
#Recife 
#Olinda https://t.co/Dg9hPCC3tn",,pos
"1,63913859358201E+018",Joao Bosco e Vinicius tava aqui no Olinda fazendo um show particular,,neu
"1,63913693799819E+018",@juniormelorn_ Esse é safado boneco de olinda. Não presta,,neg
"1,63913452522037E+018",@yunjinsafic sou de olinda amg,,pos
"1,63912507809173E+018","RT @enailuju: carnaval de PE: 
o mais regional do brasil 
muito FREVO
ladeiras de olinda
3 por 10
maracatu
o maior bloco do mundo é um GALO…",,pos
"1,63912102420039E+018","@garantido em Olinda. 
Mais uma vez, pulei Carnaval com orgulho do maior dos bumbás. https://t.co/E5a4uU0vaj",,pos
"1,63912050497497E+018",@mudsaga pai de derp foi pra Olinda só pra vê se ele tá bem,,pos
"1,63911542448583E+018",@sandney @tchulim Estive em Olinda e Recife recentemente e voltei pra Fortaleza exatamente assim kk,,pos
"1,63911353945677E+018",@tchulim ceis foram pra olinda? tá rolando no meu grupo de amigos que foi kkkkkj,,pos
"1,63911185168561E+018",ONG sorriso de Maria em Olinda https://t.co/MTsxx1nEGz,,pos
"1,63911164421829E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63910323757925E+018","@cardosocnc Imaginando qual o título mais importante que as pakitas do recife tem mais q o ABC FC. Já sei, ""Rainha do galo da madrugada""😂😂, ""bonecas de Olinda""",,pos
"1,63910182045377E+018","olinda é tão linda, tão rica de detalhes históricos e não tem uma foto na internet que preste AAAAAAAA que ódio",,pos
"1,63910076627408E+018","ALGUEM DE OLINDA OU QUEM CONHECE A ARQUITETURA/HISTÓRIA DE LÁ! como se chama aquelas casas que têm ""níveis"" no telhado? e quando mais ""níveis"", mais dinheiro a pessoa tinha???",,neu
"1,63910002109334E+018","RT @nansct: +dizendo q queria ir p olinda, não botei fé e ela acabou indo mesmo, a gnt se esbarrou e acabou ficando nesse dia e em todos os…",,pos
"1,6390999988843E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,pos
"1,63909999718561E+018",@nansct foi o melhor presente que olinda me deu,,pos
"1,63909937337518E+018","+dizendo q queria ir p olinda, não botei fé e ela acabou indo mesmo, a gnt se esbarrou e acabou ficando nesse dia e em todos os outros 👩🏽‍❤️‍💋‍👩🏼",,pos
"1,63909527835036E+018",@olinda_nicole simmm kk 😓,,neg
"1,63909438630571E+018","hm, para onde irei nesta noite fria de nova olinda do norte - ratanabá?",,pos
"1,63909173108057E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63909137321005E+018","RT @WanessaSilva142: Que pirocao gostoso desse Novinho Bahiano , que estava de passagem por Olinda 🤤🔥

Grupinho no Telegram 👇🤤🔥
https://t.c…",,pos
"1,63909114363052E+018","@Opazinho1 @MulherTamarindo Sim, vc adia o processo de maturação sexual secundária feminina com testosterona e bloqueadores, acontece igual moleque que da aquela espichada e vira um bonecão de olinda, ai retoma com hormonio e anticoncepcional pracaralho!",,neu
"1,63909083928371E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63908886215988E+018",Eu quero muito ir no novo restaurante da mãe de Alice mas laaaa em Olinda 🫠,,neu
"1,63908732574025E+018","@SF_Moro Alguém acredita na farsa que a juíza ctrl c / ctrl v armou junto com a mesma equipe lambona da polícia federal que atuou na lava jato ? Você é uma farsa boneco de Olinda , tua linguagem corporal insegura e covarde expõe até a ausência da tua alma.",,neg
"1,6390870981028E+018","RT @castelllovini: AO LADO DO SENADOR HUMBERTO COSTA PARA RECONSTRUIR OLINDA! 

É hora de reconstrui-la e o faremos através do campo progre…",,pos
"1,6390865381044E+018",A primeira oportunidade  que eu tiver de me mudar pra Olinda eu tô  indo,,pos
"1,6390864306841E+018","Nmrl, eu quero me mudar pra Olinda",,pos
"1,63908517829452E+018",Tô achando que o Lolla é igual a sensação do Olinda beer. Quem já foi naquele inferno sabe. Não tem 1 árvore. O sol apino e quando chega a noite a pessoa está morta. #Lollapalooza2023,,neg
"1,63908363570056E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63908326697091E+018","@ikessauro @pref_olinda Resgataram! 
https://t.co/99lVDxqPn6",,pos
"1,63908321796911E+018",@AndreyVictor9 Meu plano de sócio é quase um ingresso de pista no Olinda Beer.,,pos
"1,63908204198257E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63908152193909E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63908068582975E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63908044407017E+018",tocando “trem bala” no bbb e só lembrei do carnaval em olinda porra kkkkkk a gente infernizou muito com isso,,pos
"1,63907872937988E+018","top 5 lugares de recife — republica
recife antigo inteiro 
iraq
cidade alta (olinda é quintal de recife espero que considerem.
buraco da veia &lt;3 https://t.co/8xWKq44dLD",,pos
"1,63907865517854E+018",me toquei que antes de ontem fez UM MÊS que eu tava em olinda meu deus a passagem do tempo é uma coisa desumana!!!,,neu
"1,63907720792976E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63907695337343E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63907650191095E+018",@EduGiraoOficial @rodrigopacheco @cleitinhotmj Esse boneco de Olinda é fantoche do sistema. Olhos abertos com este lixo!,,neg
"1,63907475432478E+018",Mente vazia oficina do “que saudades do carnaval de Olinda”,,neu
"1,63907375929745E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63907290148259E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63907243862442E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63907221177551E+018",meus amigos marcando de beber em olinda domingo… eu voltando pra ig4r4ssu bicado vai prestar não,,neu
"1,63907048410393E+018","🥋 Jorge Beltrão era filho de imigrantes portugueses, descrito como um homem culto, de rico vocabulário que estudou nas melhores escolas e viveu boa parte da infância em Portugal. Ele se formou em Educação Física e trabalhava como professor de karatê em Olinda. https://t.co/xZ63H5PIH3",,pos
"1,63907011260596E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906910942095E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906699504296E+018",@danibecouto1898 @pedrosa Kkkk boneco de Olinda,,pos
"1,63906692724178E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906586427101E+018",@danibecouto1898 “Boneco de Olinda” 🤣🤣🤣🤣🤣,,pos
"1,63906562679371E+018","@capriliens amg, a gnt vai catar essa mulher, eu mesma n gosto de olinda, mas se a pri tiver KKKKKKKKKKKKKKKKK HMMM AMO OLINDA!!!!!",,pos
"1,63906555051609E+018",@biiduzada tinha um por ai em olinda mas perdi,,neu
"1,63906540888301E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906508254519E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906483367589E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906472019063E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906457750882E+018","RT @danibecouto1898: Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a o…",,neu
"1,63906437367846E+018","Pelas notíticas, vão jogar um turno inteiro só com Rodrigo de 1o volante, sem meias, atacantes, com Eguinaldo como a opção para o boneco de Olinda.. vou nem comentar das opções no banco para a defesa.. 

Não aprenderam nada com esses anos.. vão brincar com o perigo de novo.",,neu
"1,63906353736342E+018","DIVULGAÇÃO DO SORTEIO: Vencedor foi Josivaldo Ramos, de Olinda, PE. Parabéns, Josivaldo! Obrigado a todos que participaram!",,pos
"1,63906342522442E+018",Não tem como a noite ser ruim 🥺 drink com a minha pessoa preferida 🥰🥰❤️Um salve para a melhor drinkeria de Olinda! Com o melhor amigo barman. Nome do drink (mangtown) 🔥🌻 https://t.co/kw30gv4TaK,,pos
"1,63906276580461E+018",@danibecouto1898 @pedrosa Boneco de Olinda.. crrl Daniel.. tu se supera.. KKKK,,neu
