id,texto,author_id,sentimento
"1,63907850601643E+018","@helberrrr Por nada, amg. Tem curso de discursivas da Fuvest, uerj, ufpe, ufpr com aula em cima das questões. Se isso te servir, tem lá no FERRETTO.",,pos
"1,63907848723022E+018",@gabelzap Vou adquirir o complexo da ufpe tbm primo tem muito comédia andando por lá,,pos
"1,63907307867094E+018","Voltar da UFPE a 110km/h sofrendo escutando as novas da Miley tá sendo o meu novo vício…
Todo dia algumas lágrimas ficam pelo caminho.",,neg
"1,63906869840828E+018","RT @clalevy_: a ideia, que já tinha surgido entre entregadores, também estava sendo pensada por pesquisadores. Paula Freitas, da UNICAMP, t…",,neu
"1,63906681132407E+018","RT @SidLopesLima: CONIC (Congresso de Iniciação Científica) está ocorrendo no Centro de Convenções da UFPE. Hoje, foram meus orientados Lio…",,neu
"1,63906243837608E+018","CONIC (Congresso de Iniciação Científica) está ocorrendo no Centro de Convenções da UFPE. Hoje, foram meus orientados Liosvaldo Santiago e Igor Pinheiro que apresentaram um antivírus para Internet das Coisas bio-inspirando; um sistema imunológico artificial. https://t.co/ryHlIttAPU",,neu
"1,63906190327936E+018",Véi eu só vou vir pra ufpe agora com um repelente pqp época de chuva vc é carregado pelos mosquitos,,neg
"1,63906064496711E+018",eu esse ano entrando mais cedo na ufpe https://t.co/3d08qWPwc8,,neu
"1,6390601368105E+018",meu deus viciada 24/7 em twitter ufpe me da a vaga p eu ter o q fazer,,neg
"1,63905988358348E+018",lívia comentando sobre como eh a ufpe de noite desde a concha acustica ao cfch e ela fala como se tivesse falando de uma assombraçao a propria contadora do luz acesa,,neg
"1,63905891473711E+018",mae eu tenho medo da area 2 da ufpe,,neg
"1,63905858227578E+018","Comi um pastel com frango estragado lá na frente do ccs e agora tô passando males, com enjoo e gastrite. N como mais nunca ali na ufpe",,neg
"1,63905673988554E+018",alguém sabe quando vão começar as aulas de licenciatura a química na UFPE??,,neu
"1,63905541402838E+018",vou correr meu deus queria sair eu nao aguento mais ficar em casa desempregada sem facul pq tem q esperar a puta da ufpe meu deus eu vou enlouquecer,,neg
"1,63905510071796E+018","Tive o desgosto de ver minha amiga aqui,desolada, após trabalhar que nem condenada pra pagar a formatura da filha em medicina na UFPE de Caruaru  e saber que a empresa contratada faliu. Minha gente, que tristeza! A gente vendo o sonho dela ir por água abaixo junto+",,neg
"1,63905124754092E+018","@aryzinh4 onde um eu acredito que eu realmente amaria trabalhar pq já é algo que faz parte de mim e outro que me daria um grande leque de oportunidades pra o que eu quisesse fazer, ai to tipo 🤯 enfim, mas a certeza de que eu quero fazer o ENEM esse ano só cresce pra eu tentar uma upe/ufpe",,neg
"1,63905082800567E+018","@vittspaz achei meio besta quando vi de novo, já mais velho. achei meio besta. eu tava na UFPE, cheio de coisa pra fazer. 

eu tinha certeza que a menina do filme não queria trocar de lugar cmg.",,neu
"1,6390506406629E+018",Mais um dia que a UFPE é responsável pela minha ansiedade,,neg
"1,63904772933784E+018",Hoje a UFPE acabou comigo,,neg
"1,63904429803225E+018","Algum boy da UFPE p eu mamar?

#Femboy
#sexting
#PINTOAWARD
#PINTOAWARDS
#PINTOSAWARDS
#PINTOSAWARD
#RABASAWARD
#RABASAWARDS
#BUNDASAWARDS
#afeminado
#chubby
#TROCONUDS
#TROCONUDSAWARD
#passivo
#XOTAWARDS 
#PEITOSAWARDS
#gay
#fetiche",,pos
"1,6390428576034E+018",Muito mal divulgada essa eleição pra reitor na UFPE e a gente já tá tipo em campanha eleitoral,,neg
"1,6390420768589E+018",não vi os besties hoje na ufpe,,neg
"1,63903422145178E+018",Eu tô destruída de cansada. Eu não odiaria tanto ir pra ufpe se tivesse um carro,,neg
"1,63903368557062E+018","Ei, gente! 3 professores da UFPE que trabalham com MOFs. E se...",,neu
"1,63902973435601E+018","Multiartista Gringo Cardia realiza palestra na UFPE no dia 3 de abril. O evento é voltado para estudantes das áreas de Design, Artes Visuais, Arquitetura e Museologia. + https://t.co/1QTlzYCHuM https://t.co/N8d6E4VyFv",,neu
"1,63902666909589E+018","@sulfuricghost oii, tudo bem? na época eu só precisei mandar por email um documento declarando a desistência do curso e a identidade, mas eu creio que atualmente só dê pra fazer isso presencialmente. tenta mandar um email pra ufpe pra pedir informações!",,neu
"1,63902435052641E+018","RT @r4lphgirl: bora ufpe, agilize ai, esperar até o dia 6 é lasca 😭😭😭😭😭",,neg
"1,63902432182914E+018",UFPE pq você tem padrões exclusivos sabe pra que por que QUAL A NECESSIDADE,,neg
"1,63902279128541E+018",odeio os designers da ufpe,,neg
"1,63902001975643E+018",@benerhys @coupsviado to participando de um projeto própria ufpe de monitoria,,neu
"1,63901697985503E+018",#ufpe sem #internet ?  Já há 20 min,,neg
"1,63901571706753E+018","A Universidade Federal de Pernambuco (UFPE) publicou uma chamada pública para escolha de membros para compor o Conselho Curador do Cinema da UFPE. As inscrições, que já estão abertas, se encerram no dia 14 de abril. + https://t.co/7LEMHF0FKM  ou https://t.co/rKi7EZRf54 https://t.co/mzyJxl09hL",,neu
"1,63901458209741E+018","Cling oferta curso presencial de mandarim. O curso de idiomas é de nível iniciante e será ministrado de forma presencial aos sábados, das 14h15 às 16h, no Memorial de Medicina e da Cultura da UFPE, no Derby. Saiba + https://t.co/4x1cQs2lEz https://t.co/gMwN0RCFdN",,neu
"1,63901212764527E+018",RT @marianasclaras: a leitura que eu mais gosto no curso de direito é o ofício da ufpe cancelando as aulas,,pos
"1,63901071067094E+018","@taizfriando 13° andar do cfch, ufpe",,neg
"1,63901040661721E+018","🎤 Katharine Silva, professora do Programa de Pós-Graduação em Educação - UFPE e Heleno Araújo, Presidente da @‌cnte_oficial.
📆 Sexta, 24/03, às 11h
📻 Na @‌radiouniversitariarecife FM 99,9Mhz.

Participe ao vivo em: https://t.co/7NwCEn6CzG

Não perca!",,neu
"1,63900317352328E+018","aparentemente minha paixão platônica da ufpe tem um boyzinho, estou deprimido",,neg
"1,63899759447838E+018","Quer me deixar triste sugira q eu coma qualquer prato principal com banana no meio (principalmente banana comprida que é mais doce ainda), mermao eu fico numa magoa pq eu nao consigo gostar 😭😭😭 o RU da ufpe me traumatizou d+ nessa experiência culinária",,neg
"1,63899328103934E+018",Pegar tanajura na ufpe qm topa,,neu
"1,63899283981099E+018","o uso de impressoras 3D, e duas conferências. A professora Ana Paula Paim (UFPE), diretora da Divisão de Alimentos e Bebidas, fala sobre a expectativa para o evento, e o professor Emanuel Carrilho (IQSC-USP), um dos conferencistas da 46ª RASBQ,

(2/3)",,neu
"1,63899089806635E+018","bora ufpe, agilize ai, esperar até o dia 6 é lasca 😭😭😭😭😭",,neg
"1,63898892807305E+018","RT @ftwjere: Registro de uma dia chuvoso.
📌CCSA, ufpe. https://t.co/s1YsXGxFP6",,neu
"1,63898792203569E+018",o ódio que eu tô desse conic e da ufpe não dá pra descrever não,,neg
"1,63898784121565E+018",documentos enviados! torcer pra tá tudo certo e eu conseguir minha vaga ainda esse ano no cav ufpe🤞🏻,,pos
"1,63898478538836E+018","RT @theuscarrlos: Oficina gratuita de jogos teatrais no Instituto de arte contemporânea da UFPE lá na Rua Benfica.
Toda segunda, das 19:00…",,neu
"1,63898309662315E+018","Eu e meus amigos na UFPE no jardim do CFCH desenvolvendo diálogos como esse logo antes de ir pra uma aula de antropologia na qual o professor passou 3h falando ""QUANDO EU ME OLHO NO ESPELHO EU NÃO ME VEJO"" https://t.co/vr8p7D3IJj",,pos
"1,63898266146831E+018",RT @ezw1fe: eu vendo outras universidades já abrindo a segunda chamada da lista de espera enquanto a ufpe é só mês que vem 🤡🤡,,neg
"1,63898222324743E+018",Por favor estudantes da ufpe criem um desse https://t.co/OF6YIb0GFm,,neu
"1,63898067095649E+018","@claudferraz Bladimir Carrillo, meu professor de Microeconomia na UFPE. 👏🏽",,pos
"1,63897188500101E+018",Hoje tem corridinha na ufpe. Quem vai???,,pos
"1,63896808415217E+018",não mandarei os documentos pra reserva chamada da ufpe pois minha sanidade mental vale mais que isso,,neg
"1,63896509053079E+018","RT @ftwjere: Registro de uma dia chuvoso.
📌CCSA, ufpe. https://t.co/s1YsXGxFP6",,neu
"1,63896249338418E+018","Oficina gratuita de jogos teatrais no Instituto de arte contemporânea da UFPE lá na Rua Benfica.
Toda segunda, das 19:00 às 21:00.

A quem interessar, segue o formulário de inscrição: https://t.co/bmgA8YW4kg https://t.co/Ar3UkVpUtT",,neu
"1,63895941836351E+018","Registro de uma dia chuvoso.
📌CCSA, ufpe. https://t.co/s1YsXGxFP6",,neu
"1,63895748114869E+018",vou me matar na frente da UFPE,,neg
"1,63894980459929E+018","Para estudantes, professores e pesquisadores obras de consistente valor acadêmico, resultado de recentes pesquisas realizadas no campo historiográfico, e textos clássicos já esgotados repropostos em edições revisadas e atualizadas. https://t.co/tNNwwUeWw1 https://t.co/zqLTB3NIrs",,pos
"1,63894438187173E+018",vou mandar porra de documento pra bosta de ufpe n se dane fui botar esse prikito pra longe pra dar meu cu so se for,,neg
"1,63894199156733E+018","RT @CLShenriqx: Odeio o sistema de envio de documentos da UFPE, juro. A vontade de matar quem fez aquele sistema. 
Mandei todos aqueles doc…",,neg
"1,63894162965762E+018","Odeio o sistema de envio de documentos da UFPE, juro. A vontade de matar quem fez aquele sistema. 
Mandei todos aqueles documentos do caralho que eu me fudi pra arruma, pq teve docs que tive que ir atrás na puta que pariu, respondi tudo direitinho na calma de Jesus, pra quando…",,neg
"1,63893989447425E+018","Hoje voltando do estagio peguei um bus que tinha umas meninas indo pro colegio, fazendo a maior algazarra, bateu na hora uma nostalgia de quando voltava da UFPE com as minhas meninas, indo p tancredo.. todo dia era uma aventura nova 😂😂😂😂",,pos
"1,63893946701147E+018",Eu realmente fico com pena do povo da ufpe recife pq qnd chove lá é um inferno,,neg
"1,63893804555344E+018",Deku está a cada semana mais derrotado skskskskksks a cara de quem parece q cursa química fazendo cálculo 2 na UFPE https://t.co/MQf2b6FSF7,,neg
"1,63893787715634E+018",tchau ufpe até segunda 😝,,neg
"1,63893589461395E+018","@Chimchim2Love @ctbstudies pagina do sisu ufpe, se chamada lista dos classificados",,neu
"1,6389336346307E+018","Às 10h desta sexta (24), tem entrevista no BR-101.5! Desta vez, Gabriele Alves recebe a Pró-Reitora de Extensão e Cultura da UFPE, Ceça Reis, para falar da primeira edição do “Curta a UFPE”. 

Acompanhe no
https://t.co/Ekq2gEMrrn, na 101.5 FM ou no  https://t.co/UjAd4PUeHx https://t.co/nh2oxa20dE",,neu
"1,63893211544934E+018",@imersonalama @partycularr UFPE né,,neu
"1,63892741089565E+018",@dramaspriestess Mulher... ia a pé. É um pulo da UFPE pra caxangá 🗣️🗣️🗣️,,neu
"1,63892140560443E+018",@andreltas Eu tava saindo da ufpe naquele dia 🥹,,neg
"1,63892078800183E+018",RT @k_3ylla: A ufpe só funciona na base da pressão,,neg
"1,63891379219619E+018",A ufpe só funciona na base da pressão,,neg
"1,63891361203423E+018",@exuleticia @Estadao Por esses comentários que eu fico do lado da UFPE contra vc kkkkk,,pos
"1,63891087107316E+018","@thiagoindi Kkkkkk o DCE da UFPE só existe em Recife, a última vez que vieram aqui em Caruaru ou sequer postaram algo sobre o campus aqui foi nas eleições pedindo voto",,neg
"1,63890811717704E+018","vei a documentação foi aceita em tipo 5 min, é normal? eles realmente olharam? #ufpe",,neu
"1,63890661527228E+018","pergunta genuína: meus documentos foram aceitos e tudo mais, se o prazo pra envio acaba no dia 28, a partir desse dia a ufpe pode  enviar algo sobre a matrícula? até pq no dia 6 vai sair a lista de quem entre no 1° e 2° semestre, a essa galera aprovada na lista de espera+",,neu
"1,63890638643517E+018",eu nunca senti tanto ódio da ufpe quanto eu estou sentindo hoje,,neg
"1,63890571054834E+018",vc sabe de apartamento que esteja para aluguel perto da UFPE ? (Pra um amigo e duas pessoas),,neu
"1,63890569532316E+018",enfim enviei meus documentos para ufpe obg deus,,neu
"1,63890311209327E+018","@ijustsayyes @allexCRVG @diretodomiolo Qual lei? Na UFPE ainda utilizamos cadáveres para estudo, dissecação e pesquisas.",,neg
"1,63889956703791E+018","puta q pariu eu quero TANTO entrar na ufpe mds do céu eu tô tão obcecada com isso

eu juro q se eu não conseguir tirar uma nota boa no ENEM q me faça entrar na ufpe ano q vêm eu vou de americanas",,pos
"1,63889053936063E+018","⚠️ Ônibus de números 738 e 524 na linha 424 nesta quinta (23) 

#cdutorroessanmartin #ufpe #ifpe #recife #granderecifeconsórciodetransporte #linhadeonibus #pernambuco #granderecife #transportepublico #recifepe",,neu
"1,63889021537579E+018","Revista Perspectiva Filosófica (UFPE): v. 50, n. 1 (2023), dossiê temático “Filosofia Hermenêutica”.
https://t.co/0wTNi34Htn",,neu
