id,texto,author_id,sentimento
"1,63919773336075E+018",@luiziinhu @IslaEduarda_ Isto é recife em estado puro!,,neu
"1,63919742384627E+018","RT @CarlaFe90407378: Torcida do Fortaleza calando a torcida do Sport Recife na final da copa do Nordeste 2022

Arena Pernambuco 

Torcida v…",,pos
"1,63919726598524E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63919715706758E+018","RT @CarlaFe90407378: Torcida do Fortaleza calando a torcida do Sport Recife na final da copa do Nordeste 2022

Arena Pernambuco 

Torcida v…",,pos
"1,63919700236084E+018","ASSISTENTE DE VENDAS - RECIFE / PE - https://t.co/ymlFTq8nZi
#empregos #empregospernambuco",,neu
"1,63919693591885E+018","🇧🇷 - A Copa Viareggio, um dos principais torneios de base da Itália, tem o Sport Recife como participante. Após perder na estreia para o Ladegbuwa, da Nigéria, o Leão derrotou o Rappresentativa Serie D e segue vivo no torneio. Os brasileiros encaram a Imolese na rodada final. https://t.co/vRzkiQAmaW",,neu
"1,63919660133923E+018","ANALISTA DE RH - RECIFE / PE - https://t.co/UHWOhdFoiV
#empregos #empregospernambuco",,neu
"1,63919641411371E+018","RT @BregaBregoso: Só quem pode falar mal de Recife é quem é de Recife, de resto… 🤫🤐",,neg
"1,63919640653034E+018",@praaaaatis @MussumAlive é em recife?,,neu
"1,6391962049104E+018","RT @nlida64065669: Militantes que acompanham a chegada do Lula no Geraldão, no Recife, denunciaram roubos no evento. Com toda certeza foi p…",,neg
"1,6391961117799E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63919554086819E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63919485483079E+018","@diariodeumamiss É papo furado não kkkk da pra perceber a diferença quando você usa o produto certo, uma pena ser tudo tão caro 🥴 comecei a gostar e ficar animada pra comprar os produtos depois que segui peledeporcelana e belezacommari (essa é de Recife)",,pos
"1,63919475345875E+018","RT @henryxxt19: O biscoito do Domingo 🍪
@NudesUB 
@recife_garoto https://t.co/tYmV4xFw3h",,pos
"1,63919458858064E+018","RT @wemerso74694589: Gerando conteúdo para o meu mais novo evento que ocorrerá dia 15 de Abril ✨aqui em Recife. (The Time) 🔥😎

Em breve sol…",,pos
"1,63919393017972E+018","RT @secomvc: O presidente @LulaOficial falou ao público no ginásio Geraldão, lotado, em Recife, no relançamento do PAA: “Quem nunca passou…",,pos
"1,63919373713264E+018","RT @BregaBregoso: Só quem pode falar mal de Recife é quem é de Recife, de resto… 🤫🤐",,neg
"1,63919365819176E+018",RT @VlogdoLisboa: Evento com Lula no Recife é marcado por vaias de servidores da Saúde https://t.co/LTMvpcOQVL,,neu
"1,63919360725209E+018",RT @Zanfa: Fui a Recife e lembrei de você https://t.co/hscbySVUit,,neu
"1,63919346955293E+018","@GayerGus Só não vou pq miro em Recife,gostaria muito de ver o nisso presidente!",,pos
"1,63919309723714E+018","Ela está  pensando que está  no Recife,  cidade do namorado nordestino que ela arrumou...espero que os paulistanos sejam mais criteriosos na escolha e não  elejam essa doidinha. Aqui em Recife o namorado dela fala muito e faz pouco https://t.co/Dn0Sn58kcJ",,pos
"1,63919236834699E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63919221532591E+018","OPORTUNIDADE.
Abertas inscrições para seleção simplificada da Prefeitura do Recife com 202 vagas.
https://t.co/Tx187g14m5 https://t.co/LooWwmjuBk",,neu
"1,63919204039827E+018","RT @nlida64065669: Militantes que acompanham a chegada do Lula no Geraldão, no Recife, denunciaram roubos no evento. Com toda certeza foi p…",,neg
"1,63919196299264E+018","Mais de160 VAGAS PARA NOVO HOSPITAL DE GRANDE PORTE EM RECIFE - https://t.co/6PgowYRtjo
#empregos #empregospernambuco https://t.co/NRhR9DyDSQ",,neu
"1,63919169297158E+018","RT @nlida64065669: Militantes que acompanham a chegada do Lula no Geraldão, no Recife, denunciaram roubos no evento. Com toda certeza foi p…",,neg
"1,63919151712539E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63919123882913E+018","RT @nlida64065669: Militantes que acompanham a chegada do Lula no Geraldão, no Recife, denunciaram roubos no evento. Com toda certeza foi p…",,neg
"1,63919072467893E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,pos
"1,63919020612017E+018",@IniciativaABC Pessoal de Recife em sua maioria se acha a última coca cola do deserto e no futebol não é diferente.,,neg
"1,63918976756786E+018",RT @wagner__oliver: Ela é a queridinha do Centro do Recife. A pizza da Padaria Imperatriz é sinônimo de tanta coisa boa. Só quem já come de…,,pos
"1,63918970664981E+018","@RafaelFontana Sou Edjane e sou pernambucana.
Como você explica no vídeo, realmente não é em Recife, mas, eu e mais um montão de gente não tem coragem de nadar na praia de Boa Viagem, porque ataques a quem não respeita as placas de aviso da presença de tubarões é recorrente.",,neu
"1,6391896390335E+018","Bom dia!
https://t.co/twvdUvgPgh https://t.co/TMkjYkOVBY",,pos
"1,63918954053883E+018","COZINHEIRO - RECIFE / PE - https://t.co/RIuD1cKc8I
#empregos #empregospernambuco https://t.co/BJxnZ1Q8K4",,neu
"1,63918933376367E+018","RT @julierme_moura: Esse país é um lugar interessante, a ponto da Polícia fechar ONG de acolhimento de menores, na Região Metropolitana do…",,neg
"1,63918905507748E+018","Assistente Administrativo - RECIFE / PE - https://t.co/6SqOn0zbNW
#empregos #empregospernambuco https://t.co/gJon2hHl19",,neu
"1,63918899227601E+018","RT @JoaoCampos: Grande notícia para o Recife! O Governo Federal vai liberar R$ 66,8 milhões para investirmos em grandes obras de encostas n…",,pos
"1,63918867554753E+018","Estágio Técnico em Enfermagem - RECIFE / PE - https://t.co/XjLQWcuPvC
#empregos #empregospernambuco",,neu
"1,63918799432543E+018","EMPREENDEDORISMO.
Recife se consolida como a capital mais rápida para se abrir um negócio no Brasil.
https://t.co/Tx187g1CbD https://t.co/kC2Qy9eQkb",,pos
"1,63918729803294E+018",RT @wagner__oliver: Ela é a queridinha do Centro do Recife. A pizza da Padaria Imperatriz é sinônimo de tanta coisa boa. Só quem já come de…,,pos
"1,63918712913263E+018",O que eu queria que acontecesse em dias de greve aqui em Recife https://t.co/abt1lWgW0K,,neu
"1,6391870810409E+018",@IslaEduarda_ É.... Recife sendo Recife,,neu
"1,63918703247061E+018",RT @nisia_trindade: Lançamos com o presidente @LulaOficial ontem (22) a Estratégia Nacional de Controle e Eliminação do #CâncerCervical. Va…,,pos
"1,63918625107177E+018","RT @secomvc: O presidente @LulaOficial falou ao público no ginásio Geraldão, lotado, em Recife, no relançamento do PAA: “Quem nunca passou…",,neu
"1,63918542795666E+018",RT @SofiaG4brielly: Atenção Recife de 02/04 a 05/04  💦 https://t.co/zLhfth3B6U,,pos
"1,63918516624466E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63918496428055E+018",RT @CNNBrasil: Evento com Lula no Recife é marcado por vaias de servidores da Saúde https://t.co/UMknguqZs2,,neu
"1,63918495135352E+018","RT @BregaBregoso: Só quem pode falar mal de Recife é quem é de Recife, de resto… 🤫🤐",,pos
"1,63918478462983E+018","RT @julierme_moura: Esse país é um lugar interessante, a ponto da Polícia fechar ONG de acolhimento de menores, na Região Metropolitana do…",,neg
"1,63918469810582E+018",RT @wagner__oliver: Ela é a queridinha do Centro do Recife. A pizza da Padaria Imperatriz é sinônimo de tanta coisa boa. Só quem já come de…,,pos
"1,6391845124322E+018",@aczillitwt amo o recife🙏👏,,pos
"1,63918398575361E+018","RT @wdiaspi: Estamos no Recife (PE), acompanhando o relançamento do Programa de Aquisição de Alimentos, que terá como prioridade o fomento…",,neu
"1,63918366894507E+018","@kiev1234 @MiyukiWelch @gadotwav @brunoferreiraeu @RenzoGracieBJJ https://t.co/BMhLNeiU1d
Discursos como o seu e as mentiras ditas pelo canalha ali encima, só reforçam a violência contra mulheres trans e travestis que infelizmente nesse país são as que mais morrem por crime de ódio e homofobia, creio que terá um dia de justiça divina pra vcs!",,neg
"1,6391835810828E+018",@denis_karlos @CoupleX_PE @pegacao_recife @bvgpegacao_rec @BiAtv37024824 @Garotos_PE @garotosrecif @NudeUnibra @NudesUB Alivia esse tesão no meu cuzinho,,pos
"1,63918316252051E+018",Se um dia critiquei rolê de recife retiro totalmente as críticas. Sp até agora não tá entregando o que prometeu,,neg
"1,63918309577665E+018","em um dia de sol, recife acordou
com a mesma fedentina do dia anterior",,neg
"1,63918271993781E+018","RT @BregaBregoso: Só quem pode falar mal de Recife é quem é de Recife, de resto… 🤫🤐",,pos
"1,63918164179182E+018","RT @secomvc: O presidente @LulaOficial falou ao público no ginásio Geraldão, lotado, em Recife, no relançamento do PAA: “Quem nunca passou…",,neu
"1,63918128342203E+018","RT @julierme_moura: Esse país é um lugar interessante, a ponto da Polícia fechar ONG de acolhimento de menores, na Região Metropolitana do…",,neg
"1,63918116681624E+018","RT @CarlaFe90407378: Torcida do Fortaleza calando a torcida do Sport Recife na final da copa do Nordeste 2022

Arena Pernambuco 

Torcida v…",,pos
"1,63918113584551E+018","RT @deminho_atv: Recife não para, mas um pra vocês 
🔥😈🔥
completo em todas as plataformas

• https://t.co/3Oodx0rkyp

• https://t.co/2iVKn9Q…",,pos
"1,63918113314431E+018","RT @cacabylima: Via GNews: ""Polícia fecha ONG de acolhimento de menores, na Região Metropolitana do Recife (PE). Investigação aponta que  o…",,neg
